date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:40:03	1549290/1549290	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d970-17a3ea%22	http://206.81.1.69/sites/default/files/2_observatorio_-_hipotese_e_horizonte_-_rafael_rg_quando_ilhas_moventes_se_encontram_elas_formam_um_continente2.jpg	206.81.1.69/sites/default/files/2_observatorio_-_hipotese_e_horizonte_-_rafael_rg_quando_ilhas_moventes_se_encontram_elas_formam_um_continente2.jpg	(from http://206.81.1.69/)
21:40:14	978365/978365	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d977-eedbd%22	http://206.81.1.69/sites/default/files/5_observatorio_-_hipotese_e_horizonte_-_vista_da_exposicao.jpg	206.81.1.69/sites/default/files/5_observatorio_-_hipotese_e_horizonte_-_vista_da_exposicao.jpg	(from http://206.81.1.69/)
21:42:52	1451543/1451543	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d979-162617%22	http://206.81.1.69/sites/default/files/6_observatorio_-_hipotese_e_horizonte_-_renata_de_bonis_dormente_vi_e_vii.jpg	206.81.1.69/sites/default/files/6_observatorio_-_hipotese_e_horizonte_-_renata_de_bonis_dormente_vi_e_vii.jpg	(from http://206.81.1.69/)
21:42:59	947727/947727	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d980-e760f%22	http://206.81.1.69/sites/default/files/9_observatorio_-_hipotese_e_horizonte_-_ricardo_carioba_resistencia_invertida.jpg	206.81.1.69/sites/default/files/9_observatorio_-_hipotese_e_horizonte_-_ricardo_carioba_resistencia_invertida.jpg	(from http://206.81.1.69/)
21:43:07	1333332/1333332	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d97b-145854%22	http://206.81.1.69/sites/default/files/7_observatorio_-_hipotese_e_horizonte_-_renata_de_bonis_dormente_vi_e_vii_2.jpg	206.81.1.69/sites/default/files/7_observatorio_-_hipotese_e_horizonte_-_renata_de_bonis_dormente_vi_e_vii_2.jpg	(from http://206.81.1.69/)
21:44:42	638034/638034	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d983-9bc52%22	http://206.81.1.69/sites/default/files/10_observatorio_-_hipotese_e_horizonte_-_ricardo_carioba_resistencia_invertida2.jpg	206.81.1.69/sites/default/files/10_observatorio_-_hipotese_e_horizonte_-_ricardo_carioba_resistencia_invertida2.jpg	(from http://206.81.1.69/)
21:45:23	1865359/1865359	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d97f-1c768f%22	http://206.81.1.69/sites/default/files/8_observatorio_-_hipotese_e_horizonte_-_renata_de_bonis_dormente_vi_e_vii3.jpg	206.81.1.69/sites/default/files/8_observatorio_-_hipotese_e_horizonte_-_renata_de_bonis_dormente_vi_e_vii3.jpg	(from http://206.81.1.69/)
21:45:47	985638/985638	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d984-f0a26%22	http://206.81.1.69/sites/default/files/11_observatorio_-_hipotese_e_horizonte_-_ricardo_carioba_resistencia_invertida3.jpg	206.81.1.69/sites/default/files/11_observatorio_-_hipotese_e_horizonte_-_ricardo_carioba_resistencia_invertida3.jpg	(from http://206.81.1.69/)
21:47:15	1440625/1440625	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d987-15fb71%22	http://206.81.1.69/sites/default/files/12_observatorio_-_hipotese_e_horizonte_-_janaina_wagner_civilizacao_prancha.jpg	206.81.1.69/sites/default/files/12_observatorio_-_hipotese_e_horizonte_-_janaina_wagner_civilizacao_prancha.jpg	(from http://206.81.1.69/)
21:48:56	1476292/1476292	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d98a-1686c4%22	http://206.81.1.69/sites/default/files/13_observatorio_-_hipotese_e_horizonte_-_janaina_wagner_civilizacao_prancha2.jpg	206.81.1.69/sites/default/files/13_observatorio_-_hipotese_e_horizonte_-_janaina_wagner_civilizacao_prancha2.jpg	(from http://206.81.1.69/)
21:49:10	1169002/1169002	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d98d-11d66a%22	http://206.81.1.69/sites/default/files/15_observatorio_-_hipotese_e_horizonte_-_ricardo_carioba_vibracao_e_monumento.jpg	206.81.1.69/sites/default/files/15_observatorio_-_hipotese_e_horizonte_-_ricardo_carioba_vibracao_e_monumento.jpg	(from http://206.81.1.69/)
21:50:20	1094632/1094632	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d98e-10b3e8%22	http://206.81.1.69/sites/default/files/15.2_observatorio_-_hipotese_e_horizonte_-_ricardo_carioba_vibracao_e_monumento.jpg	206.81.1.69/sites/default/files/15.2_observatorio_-_hipotese_e_horizonte_-_ricardo_carioba_vibracao_e_monumento.jpg	(from http://206.81.1.69/)
21:51:10	2043117/2043117	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d98b-1f2ced%22	http://206.81.1.69/sites/default/files/14_observatorio_-_hipotese_e_horizonte_-_janaina_wagner_civilizacao_prancha3.jpg	206.81.1.69/sites/default/files/14_observatorio_-_hipotese_e_horizonte_-_janaina_wagner_civilizacao_prancha3.jpg	(from http://206.81.1.69/)
21:51:19	769860/769860	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d992-bbf44%22	http://206.81.1.69/sites/default/files/17_observatorio_-_hipotese_e_horizonte_-_fabio_tremonte_epidemia-fumaca.jpg	206.81.1.69/sites/default/files/17_observatorio_-_hipotese_e_horizonte_-_fabio_tremonte_epidemia-fumaca.jpg	(from http://206.81.1.69/)
21:51:44	996456/996456	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d990-f3468%22	http://206.81.1.69/sites/default/files/16_observatorio_-_hipotese_e_horizonte_-_ricardo_carioba_vibracao_e_monumento2.jpg	206.81.1.69/sites/default/files/16_observatorio_-_hipotese_e_horizonte_-_ricardo_carioba_vibracao_e_monumento2.jpg	(from http://206.81.1.69/)
21:53:06	689283/689283	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d996-a8483%22	http://206.81.1.69/sites/default/files/19_observatorio_-_hipotese_e_horizonte_-_renata_de_bonis_avante2.jpg	206.81.1.69/sites/default/files/19_observatorio_-_hipotese_e_horizonte_-_renata_de_bonis_avante2.jpg	(from http://206.81.1.69/)
21:53:16	691925/691925	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d999-a8ed5%22	http://206.81.1.69/sites/default/files/20_observatorio_-_hipotese_e_horizonte_-_renata_de_bonis_avante3.jpg	206.81.1.69/sites/default/files/20_observatorio_-_hipotese_e_horizonte_-_renata_de_bonis_avante3.jpg	(from http://206.81.1.69/)
21:53:30	1118183/1118183	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d995-110fe7%22	http://206.81.1.69/sites/default/files/18_observatorio_-_hipotese_e_horizonte_-_renata_de_bonis_avante.jpg	206.81.1.69/sites/default/files/18_observatorio_-_hipotese_e_horizonte_-_renata_de_bonis_avante.jpg	(from http://206.81.1.69/)
21:54:50	541613/541613	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d99f-843ad%22	http://206.81.1.69/sites/default/files/23_observatorio_-_hipotese_e_horizonte_-_janaina_wagner_anunciancao_o_futuro_ja_comecou3.jpg	206.81.1.69/sites/default/files/23_observatorio_-_hipotese_e_horizonte_-_janaina_wagner_anunciancao_o_futuro_ja_comecou3.jpg	(from http://206.81.1.69/)
21:55:28	1331403/1331403	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d99b-1450cb%22	http://206.81.1.69/sites/default/files/21_observatorio_-_hipotese_e_horizonte_-_janaina_wagner_anunciancao_o_futuro_ja_comecou.jpg	206.81.1.69/sites/default/files/21_observatorio_-_hipotese_e_horizonte_-_janaina_wagner_anunciancao_o_futuro_ja_comecou.jpg	(from http://206.81.1.69/)
21:55:43	794919/794919	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9a1-c2127%22	http://206.81.1.69/sites/default/files/24_observatorio_-_hipotese_e_horizonte_-_janaina_wagner_anunciancao_o_futuro_ja_comecou4.jpg	206.81.1.69/sites/default/files/24_observatorio_-_hipotese_e_horizonte_-_janaina_wagner_anunciancao_o_futuro_ja_comecou4.jpg	(from http://206.81.1.69/)
21:55:51	361975/361975	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9a3-585f7%22	http://206.81.1.69/sites/default/files/25_observatorio_-_hipotese_e_horizonte_-_adriano_amara_sem_titulo.jpg	206.81.1.69/sites/default/files/25_observatorio_-_hipotese_e_horizonte_-_adriano_amara_sem_titulo.jpg	(from http://206.81.1.69/)
21:56:59	530902/530902	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9a4-819d6%22	http://206.81.1.69/sites/default/files/26_observatorio_-_hipotese_e_horizonte_-_adriano_amara_sem_titulo2.jpg	206.81.1.69/sites/default/files/26_observatorio_-_hipotese_e_horizonte_-_adriano_amara_sem_titulo2.jpg	(from http://206.81.1.69/)
21:57:47	668602/668602	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9aa-a33ba%22	http://206.81.1.69/sites/default/files/28_observatorio_-_hipotese_e_horizonte_-_vista_da_exposicao.jpg	206.81.1.69/sites/default/files/28_observatorio_-_hipotese_e_horizonte_-_vista_da_exposicao.jpg	(from http://206.81.1.69/)
21:58:07	1775788/1775788	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d99d-1b18ac%22	http://206.81.1.69/sites/default/files/22_observatorio_-_hipotese_e_horizonte_-_janaina_wagner_anunciancao_o_futuro_ja_comecou2.jpg	206.81.1.69/sites/default/files/22_observatorio_-_hipotese_e_horizonte_-_janaina_wagner_anunciancao_o_futuro_ja_comecou2.jpg	(from http://206.81.1.69/)
21:58:44	610188/610188	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9ab-94f8c%22	http://206.81.1.69/sites/default/files/29_observatorio_-_hipotese_e_horizonte_-_adriano_amara_sem_titulo.jpg	206.81.1.69/sites/default/files/29_observatorio_-_hipotese_e_horizonte_-_adriano_amara_sem_titulo.jpg	(from http://206.81.1.69/)
21:59:53	1457093/1457093	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9a7-163bc5%22	http://206.81.1.69/sites/default/files/27_observatorio_-_hipotese_e_horizonte_-_janaina_wagner_terra_deu_terra_come.jpg	206.81.1.69/sites/default/files/27_observatorio_-_hipotese_e_horizonte_-_janaina_wagner_terra_deu_terra_come.jpg	(from http://206.81.1.69/)
22:00:58	771035/771035	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9b2-bc3db%22	http://206.81.1.69/sites/default/files/32_observatorio_-_hipotese_e_horizonte_-_vista_da_exposicao.jpg	206.81.1.69/sites/default/files/32_observatorio_-_hipotese_e_horizonte_-_vista_da_exposicao.jpg	(from http://206.81.1.69/)
22:01:30	1295188/1295188	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9ae-13c354%22	http://206.81.1.69/sites/default/files/30_observatorio_-_hipotese_e_horizonte_-_adriano_amara_sem_titulo2.jpg	206.81.1.69/sites/default/files/30_observatorio_-_hipotese_e_horizonte_-_adriano_amara_sem_titulo2.jpg	(from http://206.81.1.69/)
22:01:37	1221452/1221452	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9b0-12a34c%22	http://206.81.1.69/sites/default/files/31_observatorio_-_hipotese_e_horizonte_-_janaina_wagner_civilizacao_humano_e_maquina.jpg	206.81.1.69/sites/default/files/31_observatorio_-_hipotese_e_horizonte_-_janaina_wagner_civilizacao_humano_e_maquina.jpg	(from http://206.81.1.69/)
22:01:53	687344/687344	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9b2-a7cf0%22	http://206.81.1.69/sites/default/files/33_observatorio_-_hipotese_e_horizonte_-_vista_da_exposicao.jpg	206.81.1.69/sites/default/files/33_observatorio_-_hipotese_e_horizonte_-_vista_da_exposicao.jpg	(from http://206.81.1.69/)
22:04:31	1038272/1038272	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9b4-fd7c0%22	http://206.81.1.69/sites/default/files/35_observatorio_-_hipotese_e_horizonte_-_deyson_gilber_catarata_oto_-_222-3-7422.jpg	206.81.1.69/sites/default/files/35_observatorio_-_hipotese_e_horizonte_-_deyson_gilber_catarata_oto_-_222-3-7422.jpg	(from http://206.81.1.69/)
22:04:42	967930/967930	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9b5-ec4fa%22	http://206.81.1.69/sites/default/files/37_observatorio_-_hipotese_e_horizonte_-_deyson_gilber_catarata_oto_-_222-3-74223.jpg	206.81.1.69/sites/default/files/37_observatorio_-_hipotese_e_horizonte_-_deyson_gilber_catarata_oto_-_222-3-74223.jpg	(from http://206.81.1.69/)
22:04:58	1163326/1163326	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9b4-11c03e%22	http://206.81.1.69/sites/default/files/36_observatorio_-_hipotese_e_horizonte_-_deyson_gilber_catarata_oto_-_222-3-74222.jpg	206.81.1.69/sites/default/files/36_observatorio_-_hipotese_e_horizonte_-_deyson_gilber_catarata_oto_-_222-3-74222.jpg	(from http://206.81.1.69/)
22:05:02	1417611/1417611	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9b3-15a18b%22	http://206.81.1.69/sites/default/files/34_observatorio_-_hipotese_e_horizonte_-_matheus_rocha_pitta_laje_68_refugiados.jpg	206.81.1.69/sites/default/files/34_observatorio_-_hipotese_e_horizonte_-_matheus_rocha_pitta_laje_68_refugiados.jpg	(from http://206.81.1.69/)
22:06:50	823574/823574	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9b5-c9116%22	http://206.81.1.69/sites/default/files/38_observatorio_-_hipotese_e_horizonte_-_deyson_gilber_catarata_oto_-_222-3-74224.jpg	206.81.1.69/sites/default/files/38_observatorio_-_hipotese_e_horizonte_-_deyson_gilber_catarata_oto_-_222-3-74224.jpg	(from http://206.81.1.69/)
22:07:12	880047/880047	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9b6-d6daf%22	http://206.81.1.69/sites/default/files/39_observatorio_-_hipotese_e_horizonte_-_deyson_gilber_catarata_oto_-_222-3-74225.jpg	206.81.1.69/sites/default/files/39_observatorio_-_hipotese_e_horizonte_-_deyson_gilber_catarata_oto_-_222-3-74225.jpg	(from http://206.81.1.69/)
22:07:32	903520/903520	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9b7-dc960%22	http://206.81.1.69/sites/default/files/40_observatorio_-_hipotese_e_horizonte_-_deyson_gilber_catarata_oto_-_222-3-74226.jpg	206.81.1.69/sites/default/files/40_observatorio_-_hipotese_e_horizonte_-_deyson_gilber_catarata_oto_-_222-3-74226.jpg	(from http://206.81.1.69/)
22:07:47	971657/971657	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9b8-ed389%22	http://206.81.1.69/sites/default/files/41_observatorio_-_hipotese_e_horizonte_-_deyson_gilber_catarata_oto_-_222-3-74227.jpg	206.81.1.69/sites/default/files/41_observatorio_-_hipotese_e_horizonte_-_deyson_gilber_catarata_oto_-_222-3-74227.jpg	(from http://206.81.1.69/)
22:07:51	13956/13956	---M--	200	added ('OK')	image/png	etag:%22597e9d68-3684%22	http://206.81.1.69/sites/all/themes/observatorio/assets/images/vgr.png	206.81.1.69/sites/all/themes/observatorio/assets/images/vgr.png	(from http://206.81.1.69/)
22:07:55	17040/17040	---M--	200	added ('OK')	image/png	etag:%22597e9d6b-4290%22	http://206.81.1.69/sites/all/themes/observatorio/assets/images/vgrhover.png	206.81.1.69/sites/all/themes/observatorio/assets/images/vgrhover.png	(from http://206.81.1.69/)
22:07:56	537/537	---M--	200	added ('OK')	image/png	etag:%225167b744-219%22	http://206.81.1.69/sites/all/modules/contrib/ckeditor/images/tick.png	206.81.1.69/sites/all/modules/contrib/ckeditor/images/tick.png	(from http://206.81.1.69/sites/default/files/css/css_AFNnEjvDR5CvJkNKTljzBrlXpHTR2BYWPNnWbH1OEx4.css)
22:07:57	715/715	---M--	200	added ('OK')	image/png	etag:%225167b744-2cb%22	http://206.81.1.69/sites/all/modules/contrib/ckeditor/images/delete.png	206.81.1.69/sites/all/modules/contrib/ckeditor/images/delete.png	(from http://206.81.1.69/sites/default/files/css/css_AFNnEjvDR5CvJkNKTljzBrlXpHTR2BYWPNnWbH1OEx4.css)
22:07:59	2196/2196	---M--	200	added ('OK')	image/gif	etag:%2255098ab4-894%22	http://206.81.1.69/sites/all/modules/contrib/ctools/images/status-active.gif	206.81.1.69/sites/all/modules/contrib/ctools/images/status-active.gif	(from http://206.81.1.69/sites/default/files/css/css_AFNnEjvDR5CvJkNKTljzBrlXpHTR2BYWPNnWbH1OEx4.css)
22:08:01	36039/36039	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2011%20Sep%202021%2001:07:59%20GMT	http://206.81.1.69/sites/all/themes/observatorio/assets/stylesheets/bootstrap/glyphicons-halflings-regular.eot	206.81.1.69/sites/all/themes/observatorio/assets/stylesheets/bootstrap/glyphicons-halflings-regular.eot	(from http://206.81.1.69/sites/default/files/css/css_uB77O8GFXXg4EF3AIWjF9gi0sRgKIIPWdXB1JQqSYuk.css)
22:08:03	8661/8661	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2011%20Sep%202021%2001:08:01%20GMT	http://206.81.1.69/sites/all/themes/observatorio/assets/stylesheets/bootstrap/glyphicons-halflings-regular.eot?	206.81.1.69/sites/all/themes/observatorio/assets/stylesheets/bootstrap/glyphicons-halflings-regulard41d.eot	(from http://206.81.1.69/sites/default/files/css/css_uB77O8GFXXg4EF3AIWjF9gi0sRgKIIPWdXB1JQqSYuk.css)
22:08:05	8662/8662	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2011%20Sep%202021%2001:08:03%20GMT	http://206.81.1.69/sites/all/themes/observatorio/assets/stylesheets/bootstrap/glyphicons-halflings-regular.woff	206.81.1.69/sites/all/themes/observatorio/assets/stylesheets/bootstrap/glyphicons-halflings-regular.woff	(from http://206.81.1.69/sites/default/files/css/css_uB77O8GFXXg4EF3AIWjF9gi0sRgKIIPWdXB1JQqSYuk.css)
22:08:07	8660/8660	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2011%20Sep%202021%2001:08:05%20GMT	http://206.81.1.69/sites/all/themes/observatorio/assets/stylesheets/bootstrap/glyphicons-halflings-regular.ttf	206.81.1.69/sites/all/themes/observatorio/assets/stylesheets/bootstrap/glyphicons-halflings-regular.ttf	(from http://206.81.1.69/sites/default/files/css/css_uB77O8GFXXg4EF3AIWjF9gi0sRgKIIPWdXB1JQqSYuk.css)
22:08:09	8660/8660	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2011%20Sep%202021%2001:08:07%20GMT	http://206.81.1.69/sites/all/themes/observatorio/assets/stylesheets/bootstrap/glyphicons-halflings-regular.svg	206.81.1.69/sites/all/themes/observatorio/assets/stylesheets/bootstrap/glyphicons-halflings-regular.svg	(from http://206.81.1.69/sites/default/files/css/css_uB77O8GFXXg4EF3AIWjF9gi0sRgKIIPWdXB1JQqSYuk.css)
22:08:22	60767/60767	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2254f4927e-ed5f%22	http://206.81.1.69/sites/all/themes/observatorio/assets/fonts/fontawesome-webfont.eot?v=4.3.0	206.81.1.69/sites/all/themes/observatorio/assets/fonts/fontawesome-webfonte0a5.eot	(from http://206.81.1.69/sites/default/files/css/css_uB77O8GFXXg4EF3AIWjF9gi0sRgKIIPWdXB1JQqSYuk.css)
22:08:33	60767/60767	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2254f4927e-ed5f%22	http://206.81.1.69/sites/all/themes/observatorio/assets/fonts/fontawesome-webfont.eot?	206.81.1.69/sites/all/themes/observatorio/assets/fonts/fontawesome-webfontd41d.eot	(from http://206.81.1.69/sites/default/files/css/css_uB77O8GFXXg4EF3AIWjF9gi0sRgKIIPWdXB1JQqSYuk.css)
22:08:44	56780/56780	---M--	200	added ('OK')	application/octet-stream	etag:%2254f4927e-ddcc%22	http://206.81.1.69/sites/all/themes/observatorio/assets/fonts/fontawesome-webfont.woff2?v=4.3.0	206.81.1.69/sites/all/themes/observatorio/assets/fonts/fontawesome-webfonte0a5.woff2	(from http://206.81.1.69/sites/default/files/css/css_uB77O8GFXXg4EF3AIWjF9gi0sRgKIIPWdXB1JQqSYuk.css)
22:08:57	71508/71508	---M--	200	added ('OK')	application/font-woff	etag:%2254f4927e-11754%22	http://206.81.1.69/sites/all/themes/observatorio/assets/fonts/fontawesome-webfont.woff?v=4.3.0	206.81.1.69/sites/all/themes/observatorio/assets/fonts/fontawesome-webfonte0a5.woff	(from http://206.81.1.69/sites/default/files/css/css_uB77O8GFXXg4EF3AIWjF9gi0sRgKIIPWdXB1JQqSYuk.css)
22:09:19	122092/122092	---M--	200	added ('OK')	application/octet-stream	etag:%2254f4927e-1dcec%22	http://206.81.1.69/sites/all/themes/observatorio/assets/fonts/fontawesome-webfont.ttf?v=4.3.0	206.81.1.69/sites/all/themes/observatorio/assets/fonts/fontawesome-webfonte0a5.ttf	(from http://206.81.1.69/sites/default/files/css/css_uB77O8GFXXg4EF3AIWjF9gi0sRgKIIPWdXB1JQqSYuk.css)
22:09:23	313398/313398	---M--	200	added ('OK')	image/svg+xml	etag:%2254f4927e-4c836%22	http://206.81.1.69/sites/all/themes/observatorio/assets/fonts/fontawesome-webfont.svg?v=4.3.0	206.81.1.69/sites/all/themes/observatorio/assets/fonts/fontawesome-webfonte0a5.svg	(from http://206.81.1.69/sites/default/files/css/css_uB77O8GFXXg4EF3AIWjF9gi0sRgKIIPWdXB1JQqSYuk.css)
22:09:25	1499/1499	---M--	200	added ('OK')	image/png	etag:%2254f4927e-5db%22	http://206.81.1.69/sites/all/themes/observatorio/assets/images/icon/icon-panopoly.png	206.81.1.69/sites/all/themes/observatorio/assets/images/icon/icon-panopoly.png	(from http://206.81.1.69/sites/default/files/css/css_uB77O8GFXXg4EF3AIWjF9gi0sRgKIIPWdXB1JQqSYuk.css)
22:09:28	1688/1688	---M--	200	added ('OK')	image/png	etag:%2254f4927e-698%22	http://206.81.1.69/sites/all/themes/observatorio/assets/images/icon/icon-panopoly-active.png	206.81.1.69/sites/all/themes/observatorio/assets/images/icon/icon-panopoly-active.png	(from http://206.81.1.69/sites/default/files/css/css_uB77O8GFXXg4EF3AIWjF9gi0sRgKIIPWdXB1JQqSYuk.css)
22:09:29	372/372	---M--	200	added ('OK')	image/png	etag:%2254f4927e-174%22	http://206.81.1.69/sites/all/themes/observatorio/assets/images/icon/icon-apps.png	206.81.1.69/sites/all/themes/observatorio/assets/images/icon/icon-apps.png	(from http://206.81.1.69/sites/default/files/css/css_uB77O8GFXXg4EF3AIWjF9gi0sRgKIIPWdXB1JQqSYuk.css)
22:09:31	249/249	---M--	200	added ('OK')	image/png	etag:%2254f4927e-f9%22	http://206.81.1.69/sites/all/themes/observatorio/assets/images/icon/icon-apps-active.png	206.81.1.69/sites/all/themes/observatorio/assets/images/icon/icon-apps-active.png	(from http://206.81.1.69/sites/default/files/css/css_uB77O8GFXXg4EF3AIWjF9gi0sRgKIIPWdXB1JQqSYuk.css)
22:09:34	2428/2428	---M--	200	added ('OK')	image/gif	etag:%2254f4927e-97c%22	http://206.81.1.69/sites/all/themes/observatorio/assets/images/throbber.gif?1425325230	206.81.1.69/sites/all/themes/observatorio/assets/images/throbberfb33.gif	(from http://206.81.1.69/sites/default/files/css/css_uB77O8GFXXg4EF3AIWjF9gi0sRgKIIPWdXB1JQqSYuk.css)
22:09:50	87364/87364	---M--	200	added ('OK')	application/octet-stream	etag:%225574e9e8-15544%22	http://206.81.1.69/sites/all/themes/observatorio/assets/fonts/din2.ttf?1433732615	206.81.1.69/sites/all/themes/observatorio/assets/fonts/din2dc16.ttf	(from http://206.81.1.69/sites/default/files/css/css_uB77O8GFXXg4EF3AIWjF9gi0sRgKIIPWdXB1JQqSYuk.css)
22:09:51	972/972	---M--	200	added ('OK')	image/svg+xml	etag:%2255762932-3cc%22	http://206.81.1.69/sites/all/themes/observatorio/assets/images/cursor.svg	206.81.1.69/sites/all/themes/observatorio/assets/images/cursor.svg	(from http://206.81.1.69/sites/default/files/css/css_uB77O8GFXXg4EF3AIWjF9gi0sRgKIIPWdXB1JQqSYuk.css)
22:09:57	1078029/1078029	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9b9-10730d%22	http://206.81.1.69/sites/default/files/42_observatorio_-_hipotese_e_horizonte_-_deyson_gilber_catarata_oto_-_222-3-74228.jpg	206.81.1.69/sites/default/files/42_observatorio_-_hipotese_e_horizonte_-_deyson_gilber_catarata_oto_-_222-3-74228.jpg	(from http://206.81.1.69/)
22:10:07	2250773/2250773	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%2258a4d97b-225815%22	http://206.81.1.69/sites/default/files/6_observatorio_-_voragem_da_historia_-_jaime_lauriano_terra_brasilis.jpg	206.81.1.69/sites/default/files/6_observatorio_-_voragem_da_historia_-_jaime_lauriano_terra_brasilis.jpg	(from http://206.81.1.69/)
22:10:29	1666111/1666111	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%2258a4d975-196c3f%22	http://206.81.1.69/sites/default/files/4_observatorio_-_voragem_da_historia_-_jaime_lauriano_terra_brasilis.jpg	206.81.1.69/sites/default/files/4_observatorio_-_voragem_da_historia_-_jaime_lauriano_terra_brasilis.jpg	(from http://206.81.1.69/)
22:10:49	1230673/1230673	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9b9-12c751%22	http://206.81.1.69/sites/default/files/43_observatorio_-_hipotese_e_horizonte_-_fabio_tremonte_ninguem_escapara_a_queda_do_ceu.jpg	206.81.1.69/sites/default/files/43_observatorio_-_hipotese_e_horizonte_-_fabio_tremonte_ninguem_escapara_a_queda_do_ceu.jpg	(from http://206.81.1.69/)
22:11:05	1311730/1311730	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9ba-1403f2%22	http://206.81.1.69/sites/default/files/44_observatorio_-_hipotese_e_horizonte_-_fabio_tremonte_ninguem_escapara_a_queda_do_ceu2.jpg	206.81.1.69/sites/default/files/44_observatorio_-_hipotese_e_horizonte_-_fabio_tremonte_ninguem_escapara_a_queda_do_ceu2.jpg	(from http://206.81.1.69/)
